COMPANY_ID,QUERY,ANSWER,CONTEXT,__index_level_0__
PGHH_2023_converted.txt_3,What is the total value of assets of the company?,"The total value of assets of the company is 2,137.32.","Assets: 1,495.70 Total Assets: 2,137.32 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 358.75 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure In Foreign Currency: 597.1 REMITTANCES IN",3725
BALPHARMA_2023_converted.txt_6,What is the value of bonus equity share capital of the company?,The value of bonus equity share capital of the company is 3.04.,"33.66 OtherCurrentAssets: 36.41 Total Current Assets: 269.95 Total Assets: 347.7 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 16.44 CIF VALUE OF IMPORTS: nan Raw Materials: 68.25 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure",4607
AMBICAAGAR_2023_converted.txt_4,What is the total value of assets of the company?,203.81,Liabilities: 15.14 Total Capital And Liabilities: 203.81 ASSETS: nan NON-CURRENT ASSETS: nan Tangible Assets: 121.53 Intangible Assets: 0.02 Capital Work-In-Progress: 0 Other Assets: 0 Fixed Assets: 121.54 Non-Current Investments: 8.25 Deferred Tax Assets [Net]: 0 Long Term Loans And Advances: 0 Other Non-Current Assets: 5.73 Total Non-Current Assets:,4271
VIKASLIFE_2023_converted.txt_3,What is the total value of assets of the company?,The total value of assets of the company is 427.75.,Liabilities: 82.74 Total Capital And Liabilities: 427.75 ASSETS: nan NON-CURRENT ASSETS: nan Tangible Assets: 17.92 Intangible Assets: 8.75 Capital Work-In-Progress: 0 Other Assets: 6.21 Fixed Assets: 32.88 Non-Current Investments: 98.27 Deferred Tax Assets [Net]: 0.78 Long Term Loans And Advances: 4.32 Other Non-Current Assets: 96.34 Total Non-Current,4150
NAUKRI_2023_converted.txt_5,What is the expenditure in foreign currency of the company?,The expenditure in foreign currency of the company is 27.87.,"12,914.19 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 52.93 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure In Foreign Currency: 27.87 REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS:",4404
KILITCH_2023_converted.txt_3,What is the total value of assets of the company?,The total value of assets of the company is 252.42.,Current Liabilities: 56.42 Total Capital And Liabilities: 252.42 ASSETS: nan NON-CURRENT ASSETS: nan Tangible Assets: 14.82 Intangible Assets: 0.26 Capital Work-In-Progress: 1.31 Other Assets: 0 Fixed Assets: 16.39 Non-Current Investments: 71.1 Deferred Tax Assets [Net]: 1.97 Long Term Loans And Advances: 48.17 Other Non-Current Assets: 0.02 Total Non-Current,3564
CERA_2023_converted.txt_1,What are the total shareholders' funds of the company?,"The total shareholders' funds of the company are 1,169.22.","Symbol: CERA Company Name: Cera Sanitaryware Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 6.5 Total Share Capital: 6.5 Reserves and Surplus: 1,162.71 Total Reserves and Surplus: 1,162.71 Total Shareholders Funds: 1,169.22 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 0 Deferred Tax Liabilities [Net]: 36.11 Other",1385
DNAMEDIA_2023_converted.txt_2,What is the total value of assets of the company?,The total value of assets of the company is 228.71.,"Advances: 0 OtherCurrentAssets: 8.03 Total Current Assets: 20.28 Total Assets: 228.71 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 2,210.12 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure",3288
INFOMEDIA_2023_converted.txt_1,What are the total shareholders' funds of the company?,The total shareholders' funds of Infomedia Press Ltd. is -50.61.,Symbol: INFOMEDIA Company Name: Infomedia Press Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 50.19 Total Share Capital: 50.19 Reserves and Surplus: -100.81 Total Reserves and Surplus: -100.81 Total Shareholders Funds: -50.61 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 35.6 Deferred Tax Liabilities [Net]: 0,1399
TALBROAUTO_2023_converted.txt_1,What is the total reserves and surplus of the company?,"The total reserves and surplus of the company is calculated by subtracting total expenses from total revenue:
Reserves and Surplus = Total Revenue - Total Expenses
Reserves and Surplus = 653.38 - 594.97
Reserves and",3.23 Cash And Cash Equivalents Begin of Year: 2.06 Cash And Cash Equivalents End Of Year: 5.28 Company Name: Talbros Automotive Components Ltd. INCOME: nan Revenue From Operations [Gross]: 606.79 Less: Excise/Sevice Tax/Other Levies: 0 Revenue From Operations [Net]: 606.79 Total Operating Revenues: 647.18 Other Income: 6.2 Total Revenue: 653.38 EXPENSES:,1195
BSL_2023_converted.txt_1,What are the total shareholders' funds of the company?,The total shareholders' funds of the company are 104.07.,Symbol: BSL Company Name: BSL Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 10.29 Total Share Capital: 10.29 Reserves and Surplus: 93.78 Total Reserves and Surplus: 93.78 Total Shareholders Funds: 104.07 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 159.27 Deferred Tax Liabilities [Net]: 5.76 Other Long Term,1408
HERCULES_2023_converted.txt_2,What is the total value of assets of the company?,The total value of assets of the company is INR 773.81 million.,"10 OtherCurrentAssets: 7.81 Total Current Assets: 136.93 Total Assets: 773.81 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 2.18 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure In Foreign",3334
SUZLON_2023_converted.txt_2,What are the total shareholders' funds of the company?,"The total shareholders' funds of the company are 1,419.39.","Symbol: SUZLON Company Name: Suzlon Energy Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 2,454.40 Total Share Capital: 2,454.40 Reserves and Surplus: -1,035.01 Total Reserves and Surplus: -1,035.01 Total Shareholders Funds: 1,419.39 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 2,008.98 Deferred Tax Liabilities",1798
MARALOVER_2023_converted.txt_2,What are the total shareholders' funds of the company?,The total shareholders' funds of the company are 140.99.,Symbol: MARALOVER Company Name: Maral Overseas Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 41.51 Total Share Capital: 41.51 Reserves and Surplus: 99.48 Total Reserves and Surplus: 99.48 Total Shareholders Funds: 140.99 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 90.28 Deferred Tax Liabilities [Net]: 2.87,1475
CCHHL_2023_converted.txt_1,What is the Asset Turnover Ratio of the company?,The Asset Turnover Ratio of the company is 0.08%.,-225.9 Net Profit Margin (%): -228.7 Return on Networth / Equity (%): -39.69 Return on Capital Employed (%): -23.88 Return on Assets (%): -20.89 Total Debt/Equity (X): 0.31 Asset Turnover Ratio (%): 0.08 Liquidity Ratios: nan Current Ratio (X): 0.3 Quick Ratio (X): 0.3 Inventory Turnover Ratio (X): 0.0 Dividend Payout Ratio (NP) (%): 0 Dividend Payout,2767
BALAMINES_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 6.48.,"Symbol: BALAMINES Company Name: Balaji Amines Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 6.48 Total Share Capital: 6.48 Reserves and Surplus: 1,393.85 Total Reserves and Surplus: 1,393.85 Total Shareholders Funds: 1,400.33 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 0 Deferred Tax Liabilities [Net]: 58.91",35
GLAXO_2023_converted.txt_2,What is the Asset Turnover Ratio of the company?,The Asset Turnover Ratio of the company is 0.81.,25.88 Net Profit Margin (%): 18.89 Return on Networth / Equity (%): 34.66 Return on Capital Employed (%): 41.53 Return on Assets (%): 18.26 Total Debt/Equity (X): 0.0 Asset Turnover Ratio (%): 0.81 Liquidity Ratios: nan Current Ratio (X): 1.87 Quick Ratio (X): 1.54 Inventory Turnover Ratio (X): 0.83 Dividend Payout Ratio (NP) (%): 250.86 Dividend Payout,3046
KECL_2023_converted.txt_3,What are the deferred tax liabilities of the company?,The deferred tax liabilities of the company are zero as per the provided financial report.,"And Amortisation Expenses: 5 Other Expenses: 50.81 Total Expenses: 463.74 Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax: 25.88 Exceptional Items: 0 Profit/Loss Before Tax: 25.88 Tax Expenses-Continued Operations: nan Current Tax: 0 Less: MAT Credit Entitlement: 0 Deferred Tax: 0 Tax For Earlier Years: 0 Total Tax Expenses: 0 Profit/Loss",2345
DENORA_2023_converted.txt_3,What is the expenditure in foreign currency of the company?,The expenditure in foreign currency of the company is 33.4.,"Advances: 0.01 OtherCurrentAssets: 0.94 Total Current Assets: 103.35 Total Assets: 115.66 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 1.27 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure",4235
RELINFRA_2023_converted.txt_3,What are the deferred tax liabilities of the company?,The deferred tax liabilities of the company are 0.,"Expenses: 26.99 Other Expenses: 290.42 Total Expenses: 1,918.96 Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax: -811.24 Exceptional Items: -2,392.66 Profit/Loss Before Tax: -3,203.90 Tax Expenses-Continued Operations: nan Current Tax: 0 Less: MAT Credit Entitlement: 0 Deferred Tax: 0 Tax For Earlier Years: -6.2 Total Tax Expenses: -6.2",2359
IDEA_2023_converted.txt_2,What are the deferred tax liabilities of the company?,The deferred tax liabilities of the company are 0.,"Symbol: IDEA Company Name: Vodafone Idea Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 48,679.70 Total Share Capital: 48,679.70 Reserves and Surplus: -122,522.30 Total Reserves and Surplus: -122,522.30 Total Shareholders Funds: -73,838.80 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 189,290.10 Deferred Tax Liabilities",2206
AXISCADES_2023_converted.txt_3,What is the total value of assets of the company?,Total value of assets of the company is 561.5.,"0.1 OtherCurrentAssets: 47.85 Total Current Assets: 118.77 Total Assets: 561.5 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 80.94 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure In",3233
DCMSHRIRAM_2023_converted.txt_1,What are the total shareholders' funds of the company?,"The total shareholders' funds of the company are 6,268.53.","Symbol: DCMSHRIRAM Company Name: DCM Shriram Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 31.35 Total Share Capital: 31.35 Reserves and Surplus: 6,237.18 Total Reserves and Surplus: 6,237.18 Total Shareholders Funds: 6,268.53 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 1,153.74 Deferred Tax Liabilities [Net]:",1286
CHOLAFIN_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 164.48.,"Symbol: CHOLAFIN Company Name: Cholamandalam Investment and Finance Company Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 164.48 Total Share Capital: 164.48 Reserves and Surplus: 14,131.57 Total Reserves and Surplus: 14,131.57 Total Shareholders Funds: 14,296.05 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 24,169.87",349
TATAMOTORS_2023_converted.txt_3,What is the total value of assets of the company?,"The total value of assets of the company is 61,770.77.","Liabilities: 25,803.53 Total Capital And Liabilities: 61,770.77 ASSETS: nan NON-CURRENT ASSETS: nan Tangible Assets: 12,129.14 Intangible Assets: 2,413.18 Capital Work-In-Progress: 575.65 Other Assets: 0 Fixed Assets: 15,627.27 Non-Current Investments: 29,181.62 Deferred Tax Assets [Net]: 1,477.26 Long Term Loans And Advances: 114.4 Other Non-Current",3739
VENKEYS_2023_converted.txt_5,What is the expenditure in foreign currency of the company?,The expenditure in foreign currency of the company is 91.4.,"ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 47.47 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure In Foreign Currency: 91.4 REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS: nan Dividend",4511
MENONBE_2023_converted.txt_0,What are the total shareholders' funds of the company?,The total shareholders' funds of Menon Bearings Ltd. are 133.44.,Symbol: MENONBE Company Name: Menon Bearings Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 5.6 Total Share Capital: 5.6 Reserves and Surplus: 127.81 Total Reserves and Surplus: 127.83 Total Shareholders Funds: 133.44 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 5.79 Deferred Tax Liabilities [Net]: 3.67 Other,1681
KOHINOOR_2023_converted.txt_2,What are the total shareholders' funds of the company?,The total shareholders' funds of the company are -517.41.,Symbol: KOHINOOR Company Name: Kohinoor Foods Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 37.07 Total Share Capital: 37.07 Reserves and Surplus: -713.33 Total Reserves and Surplus: -554.48 Total Shareholders Funds: -517.41 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 2.62 Deferred Tax Liabilities [Net]: 0,1443
BATAINDIA_2023_converted.txt_2,What is the Asset Turnover Ratio of the company?,The Asset Turnover Ratio of the company is 1.02%.,12.33 Net Profit Margin (%): 9.24 Return on Networth / Equity (%): 22.25 Return on Capital Employed (%): 21.83 Return on Assets (%): 9.77 Total Debt/Equity (X): 0.0 Asset Turnover Ratio (%): 1.02 Liquidity Ratios: nan Current Ratio (X): 1.95 Quick Ratio (X): 0.85 Inventory Turnover Ratio (X): 0.29 Dividend Payout Ratio (NP) (%): 219.5 Dividend Payout,2792
PIONEEREMB_2023_converted.txt_1,What are the total shareholders' funds of the company?,Total shareholders' funds of the company are 133.76.,Symbol: PIONEEREMB Company Name: Pioneer Embroideries Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 26.59 Total Share Capital: 26.59 Reserves and Surplus: 107.17 Total Reserves and Surplus: 107.17 Total Shareholders Funds: 133.76 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 57.07 Deferred Tax Liabilities [Net]:,1671
TRIVENI_2023_converted.txt_4,What is the total value of assets of the company?,"The total value of assets of the company is 4,345.70.","Total Current Liabilities: 1,382.08 Total Capital And Liabilities: 4,345.70 ASSETS: nan NON-CURRENT ASSETS: nan Tangible Assets: 1,454.40 Intangible Assets: 2.5 Capital Work-In-Progress: 28.31 Other Assets: 4.42 Fixed Assets: 1,489.64 Non-Current Investments: 53.49 Deferred Tax Assets [Net]: 0 Long Term Loans And Advances: 29.03 Other Non-Current Assets:",4019
RECLTD_2023_converted.txt_1,What is the total reserves and surplus of the company?,"The total reserves and surplus of the company is 54,454.75.","Symbol: RECLTD Company Name: REC Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 2,633.22 Total Share Capital: 2,633.22 Reserves and Surplus: 54,454.75 Total Reserves and Surplus: 54,454.75 Total Shareholders Funds: 57,087.97 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 243,722.29 Deferred Tax Liabilities [Net]:",1179
MAGNUM_2023_converted.txt_4,What is the total value of assets of the company?,"The total value of assets of the company is 1,042.72.","Liabilities: 133.48 Total Capital And Liabilities: 1,042.72 ASSETS: nan NON-CURRENT ASSETS: nan Tangible Assets: 930.04 Intangible Assets: 0.08 Capital Work-In-Progress: 0 Other Assets: 0 Fixed Assets: 930.12 Non-Current Investments: 0 Deferred Tax Assets [Net]: 0 Long Term Loans And Advances: 0 Other Non-Current Assets: 1.79 Total Non-Current Assets:",3631
FSL_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is ₹696.99 million.,"Symbol: FSL Company Name: Firstsource Solutions Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 696.99 Total Share Capital: 696.99 Reserves and Surplus: 1,542.20 Total Reserves and Surplus: 1,542.20 Total Shareholders Funds: 2,304.35 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 3.79 Deferred Tax Liabilities [Net]:",372
NBIFIN_2023_converted.txt_3,What is the Asset Turnover Ratio of the company?,Asset Turnover Ratio of the company is 0.15.,"(X): 0.15 Asset Turnover Ratio (%): 0.91 Liquidity Ratios: nan Current Ratio (X): 1.34 Quick Ratio (X): 1.22 Inventory Turnover Ratio (X): 5.09 Dividend Payout Ratio (NP) (%): 22.06 Dividend Payout Ratio (CP) (%): 16.32 Earnings Retention Ratio (%): 77.94 Cash Earnings Retention Ratio (%): 83.68 Valuation Ratios: nan Enterprise Value (Cr.): 7,007.99",3101
ADANIGREEN_2023_converted.txt_1,What are the total shareholders' funds of the company?,"The total shareholders' funds of the company are 4,907.00.","Symbol: ADANIGREEN Company Name: Adani Green Energy Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 1,584.00 Total Share Capital: 1,584.00 Reserves and Surplus: 3,323.00 Total Reserves and Surplus: 3,323.00 Total Shareholders Funds: 4,907.00 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 11,088.00 Deferred Tax Liabilities",1916
HUDCO_2023_converted.txt_1,What are the total shareholders' funds of the company?,"The total shareholders' funds of the company are 15,445.25.","Symbol: HUDCO Company Name: Housing & Urban Development Corporation Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 2,001.90 Total Share Capital: 2,001.90 Reserves and Surplus: 13,443.35 Total Reserves and Surplus: 13,443.35 Total Shareholders Funds: 15,445.25 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 48,193.80",1357
TALBROAUTO_2023_converted.txt_2,What are the total shareholders' funds of the company?,The total shareholders' funds of the company are 322.23.,Symbol: TALBROAUTO Company Name: Talbros Automotive Components Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 12.35 Total Share Capital: 12.35 Reserves and Surplus: 309.89 Total Reserves and Surplus: 309.89 Total Shareholders Funds: 322.23 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 6.08 Deferred Tax Liabilities,1825
WOCKPHARMA_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 72.,"Symbol: WOCKPHARMA Company Name: Wockhardt Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 72 Total Share Capital: 72 Reserves and Surplus: 1,665.00 Total Reserves and Surplus: 1,665.00 Total Shareholders Funds: 1,753.00 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 12 Deferred Tax Liabilities [Net]: 0 Other Long",786
PVRINOX_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 97.97.,"Symbol: PVRINOX Company Name: PVR INOX Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 97.97 Total Share Capital: 97.97 Reserves and Surplus: 7,252.40 Total Reserves and Surplus: 7,252.40 Total Shareholders Funds: 7,350.37 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 1,272.28 Deferred Tax Liabilities [Net]: 0",469
IPCALAB_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 25.37.,"Symbol: IPCALAB Company Name: Ipca Laboratories Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 25.37 Total Share Capital: 25.37 Reserves and Surplus: 5,851.93 Total Reserves and Surplus: 5,851.93 Total Shareholders Funds: 5,877.30 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 651.78 Deferred Tax Liabilities [Net]:",140
WINDMACHIN_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 12.99.,Symbol: WINDMACHIN Company Name: Windsor Machines Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 12.99 Total Share Capital: 12.99 Reserves and Surplus: 286.44 Total Reserves and Surplus: 286.44 Total Shareholders Funds: 299.42 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 24.15 Deferred Tax Liabilities [Net]:,788
GALAXYSURF_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 35.45.,"Symbol: GALAXYSURF Company Name: Galaxy Surfactants Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 35.45 Total Share Capital: 35.45 Reserves and Surplus: 1,188.50 Total Reserves and Surplus: 1,188.50 Total Shareholders Funds: 1,223.95 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 79.93 Deferred Tax Liabilities",323
EROSMEDIA_2023_converted.txt_3,What is the total value of assets of the company?,"The total value of assets of the company is $1,241.86 million.","Advances: 7.78 OtherCurrentAssets: 20.71 Total Current Assets: 837.2 Total Assets: 1,241.86 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 1,921.94 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan",3541
PDMJEPAPER_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 9.5.,Symbol: PDMJEPAPER Company Name: Pudumjee Paper Products Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 9.5 Total Share Capital: 9.5 Reserves and Surplus: 387.49 Total Reserves and Surplus: 387.49 Total Shareholders Funds: 396.99 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 41.06 Deferred Tax Liabilities [Net]:,714
BRITANNIA_2023_converted.txt_6,What is the expenditure in foreign currency of the company?,The expenditure in foreign currency of the company is $789.65.,"560 OtherCurrentAssets: 645.34 Total Current Assets: 4,420.70 Total Assets: 8,638.46 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 377.71 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure",4160
PETRONET_2023_converted.txt_1,What are the deferred tax liabilities of the company?,The deferred tax liabilities of the company are -127.4.,"Expenses: 764.34 Other Expenses: 923.71 Total Expenses: 56,138.43 Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax: 4,334.54 Exceptional Items: 0 Profit/Loss Before Tax: 4,334.54 Tax Expenses-Continued Operations: nan Current Tax: 1,222.00 Less: MAT Credit Entitlement: 0 Deferred Tax: -127.4 Tax For Earlier Years: 0 Total Tax Expenses: 1,094.60",2446
ORIENTBELL_2023_converted.txt_5,What is the expenditure in foreign currency of the company?,The expenditure in foreign currency of the company is 30.84.,"OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 34.07 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE: nan Expenditure In Foreign Currency: 30.84 REMITTANCES IN FOREIGN CURRENCIES FOR DIVIDENDS: nan Dividend",4459
VIDHIING_2023_converted.txt_4,What is the total value of assets of the company?,The total value of assets of the company is 331.71.,Total Current Liabilities: 72.26 Total Capital And Liabilities: 331.71 ASSETS: nan NON-CURRENT ASSETS: nan Tangible Assets: 46.58 Intangible Assets: 0 Capital Work-In-Progress: 64.55 Other Assets: 0 Fixed Assets: 111.13 Non-Current Investments: 13.2 Deferred Tax Assets [Net]: 0 Long Term Loans And Advances: 0 Other Non-Current Assets: 0.13 Total Non-Current,4098
WALCHANNAG_2023_converted.txt_2,What is the total value of assets of the company?,The total value of assets of the company is 828.13.,Liabilities: 437.47 Total Capital And Liabilities: 828.13 ASSETS: nan NON-CURRENT ASSETS: nan Tangible Assets: 282.66 Intangible Assets: 0.67 Capital Work-In-Progress: 1.56 Other Assets: 1.88 Fixed Assets: 286.77 Non-Current Investments: 0.08 Deferred Tax Assets [Net]: 0 Long Term Loans And Advances: 0 Other Non-Current Assets: 45.58 Total Non-Current,4261
ITDCEM_2023_converted.txt_3,What is the total value of assets of the company?,"The total value of assets of the company is 4,877.52.","Advances: 0 OtherCurrentAssets: 1,255.49 Total Current Assets: 3,410.40 Total Assets: 4,877.52 OTHER ADDITIONAL INFORMATION: nan CONTINGENT LIABILITIES, COMMITMENTS: nan Contingent Liabilities: 1,439.03 CIF VALUE OF IMPORTS: nan Raw Materials: 0 Stores, Spares And Loose Tools: 0 Trade/Other Goods: 0 Capital Goods: 0 EXPENDITURE IN FOREIGN EXCHANGE:",3574
RAMCOIND_2023_converted.txt_0,What is the equity share capital of the company?,The equity share capital of the company is 8.68.,"Symbol: RAMCOIND Company Name: Ramco Industries Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 8.68 Total Share Capital: 8.68 Reserves and Surplus: 1,096.19 Total Reserves and Surplus: 1,096.19 Total Shareholders Funds: 1,104.87 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 30.64 Deferred Tax Liabilities [Net]:",406
MOTHERSON_2023_converted.txt_3,What is the total value of assets of the company?,"The total value of assets of the company is 38,739.10.","Current Liabilities: 4,229.40 Total Capital And Liabilities: 38,739.10 ASSETS: nan NON-CURRENT ASSETS: nan Tangible Assets: 1,567.20 Intangible Assets: 2.5 Capital Work-In-Progress: 65.8 Other Assets: 453.6 Fixed Assets: 2,089.10 Non-Current Investments: 31,030.10 Deferred Tax Assets [Net]: 28 Long Term Loans And Advances: 19.5 Other Non-Current Assets:",3731
OFSS_2023_converted.txt_1,What is the total reserves and surplus of the company?,"Total Reserves and Surplus: 5,808.96","Symbol: OFSS Company Name: Oracle Financial Services Software Ltd. EQUITIES AND LIABILITIES: nan SHAREHOLDER'S FUNDS: nan Equity Share Capital: 43.2 Total Share Capital: 43.2 Reserves and Surplus: 5,808.96 Total Reserves and Surplus: 5,808.96 Total Shareholders Funds: 6,005.42 NON-CURRENT LIABILITIES: nan Long Term Borrowings: 0 Deferred Tax Liabilities",1004
